perturbagen,treatment,cellline,similarity
Paroxetine,IL6ST,HT29,0.389
Paroxetine,SOCS5,HT29,0.3486
Paroxetine,IL6,A375,0.3141
Paroxetine,RELB,HA1E,-0.2747
Paroxetine,JAK2,HEKTE,0.2483
Paroxetine,RELA,HEKTE,0.2725
Paroxetine,STAT6,HEPG2,0.2136
Paroxetine,SOCS1,HEPG2,0.477
Paroxetine,IL6,A549,0.426
Paroxetine,SOCS3,PC3,0.4149
Paroxetine,NFKB1,A375,0.3509
Paroxetine,SOCS5,MCF7,0.317
Paroxetine,IKBKG,HT29,0.272
Paroxetine,IKBKG,HA1E,0.2666
Paroxetine,SOCS2,A549,-0.2862
Paroxetine,SOCS2,NPC,0.4574
Paroxetine,STAT6,ASC,0.3653
Paroxetine,IKBKAP,HA1E,0.208
Paroxetine,STAT2,MCF7,0.4141
Paroxetine,TNF,PC3,0.4026
Paroxetine,NFKB2,HEKTE,0.3695
Paroxetine,SOCS5,A549,0.3089
Paroxetine,STAT5A,HA1E,0.2997
Paroxetine,JAK3,A375,0.2767
Paroxetine,RELA,HEPG2,0.2696
Paroxetine,NFKB1,HT29,0.2672
Paroxetine,JAK3,HEPG2,0.2624
Paroxetine,JAK3,MCF7,0.273
Paroxetine,SOCS5,HCC515,0.4509
Paroxetine,STAT5B,HA1E,0.2794
Paroxetine,SOCS3,HEKTE,0.3461
Paroxetine,IKBKB,NPC,0.3444
Paroxetine,SOCS5,HA1E,-0.3429
Dexamethasone,IL6,HEPG2,0.2345
Dexamethasone,TNF,HEPG2,0.2295
Dexamethasone,REL,HEKTE,0.206
Dexamethasone,STAT5B,A375,0.378
Dexamethasone,IKBKE,PC3,0.2596
Dexamethasone,STAT6,HEKTE,0.3719
Dexamethasone,STAT3,SW480,0.3486
Dexamethasone,IKBKB,ASC,0.3158
Dexamethasone,STAT3,HA1E,0.5663
Dexamethasone,IKBKAP,HEPG2,0.3055
Dexamethasone,STAT6,ASC,0.3142
Dexamethasone,SOCS4,PC3,0.2712
Dexamethasone,JAK3,A375,0.3381
Dexamethasone,IL6R,A549,-0.3164
Dexamethasone,NFKB2,SW480,0.3485
Dexamethasone,NFKB2,HEKTE,0.247
Dexamethasone,IL6,PC3,0.2389
Dexamethasone,STAT3,MCF7,0.5763
Dexamethasone,SOCS2,HT29,0.4043
Dexamethasone,STAT5A,PC3,0.3882
Dexamethasone,JAK3,HT29,0.3374
Dexamethasone,REL,HEPG2,0.4085
Dexamethasone,SOCS1,HEKTE,0.3546
Dexamethasone,STAT3,HT29,0.3496
Dexamethasone,IL6ST,MCF7,0.3046
Dexamethasone,IL6R,MCF7,0.2058
Dexamethasone,JAK1,PC3,0.5815
Dexamethasone,IKBKB,HEPG2,0.4417
Dexamethasone,STAT5B,HT29,0.4013
Dexamethasone,IL6,HCC515,0.3746
Dexamethasone,STAT3,VCAP,0.3026
Dexamethasone,REL,VCAP,0.2687
Dexamethasone,SOCS2,HEPG2,-0.3105
Dexamethasone,IL6,A375,0.2996
Dexamethasone,IKBKG,PC3,0.313
Dexamethasone,SOCS5,MCF7,0.2032
Dexamethasone,IKBKG,A549,0.3692
Dexamethasone,REL,SW480,0.3054
Dexamethasone,JAK3,A549,0.4918
Dexamethasone,JAK2,A549,0.4347
Dexamethasone,IL6,A549,0.3694
Dexamethasone,NFKB2,MCF7,0.3559
Dexamethasone,STAT2,MCF7,0.3107
Dexamethasone,REL,A549,0.2888
Dexamethasone,NFKB2,PC3,0.2887
Dexamethasone,IKBKAP,MCF7,0.2791
Dexamethasone,STAT3,HEPG2,-0.389
Dexamethasone,SOCS2,A549,0.2639
Dexamethasone,NFKB2,HT29,0.3125
Dexamethasone,SOCS3,A375,0.3485
Dexamethasone,JAK2,HEPG2,0.3453
Dexamethasone,STAT4,HT29,0.2797
Dexamethasone,IKBKB,HEKTE,0.2656
Dexamethasone,IL6ST,HT29,0.4013
Dexamethasone,RELB,A549,0.3509
Dexamethasone,IKBKB,NPC,0.3436
Dexamethasone,STAT5B,PC3,0.3368
Dexamethasone,IL6ST,A549,0.5869
Dexamethasone,IL6ST,A375,0.6132
Dexamethasone,JAK1,HA1E,0.555
Dexamethasone,STAT6,HA1E,0.554
Dexamethasone,STAT5A,A375,0.5299
Dexamethasone,SOCS2,A375,0.502
Dexamethasone,IKBKE,A375,0.4902
Dexamethasone,STAT6,A549,0.4494
Dexamethasone,JAK2,A375,-0.2326
Dexamethasone,STAT3,A375,0.3019
Dexamethasone,SOCS3,PC3,0.221
Dexamethasone,JAK2,HA1E,0.5065
Dexamethasone,STAT2,PC3,0.4249
Dexamethasone,NFKB1,A549,0.4093
Dexamethasone,SOCS1,A549,0.3911
Dexamethasone,RELA,PC3,0.3783
Dexamethasone,IKBKG,SW480,0.3738
Dexamethasone,STAT5A,HEPG2,0.3656
Dexamethasone,IKBKG,HA1E,0.363
Dexamethasone,STAT5B,A549,-0.2889
Dexamethasone,STAT3,HEKTE,0.2333
Dexamethasone,NFKB1,PC3,0.3485
Dexamethasone,NFKB2,HEPG2,0.332
Dexamethasone,NFKB1,HA1E,0.2979
Dexamethasone,STAT2,A375,0.2627
Dexamethasone,IL6R,HEPG2,0.2424
Dexamethasone,TNF,HCC515,0.4483
Dexamethasone,IKBKE,ASC,0.4433
Dexamethasone,STAT1,HEPG2,0.3347
Dexamethasone,IKBKE,HEKTE,0.3263
Dexamethasone,STAT3,PC3,0.3223
Dexamethasone,RELA,HEKTE,0.2857
Dexamethasone,STAT3,HCC515,0.2748
Dexamethasone,IL6,HA1E,0.6213
Dexamethasone,SOCS4,A375,0.5825
Dexamethasone,RELB,HCC515,0.5632
Dexamethasone,STAT2,HA1E,0.5411
Dexamethasone,JAK2,PC3,-0.5371
Dexamethasone,JAK3,HA1E,0.523
Dexamethasone,SOCS2,HA1E,0.4991
Dexamethasone,SOCS5,HCC515,0.6294
Dexamethasone,IKBKB,HT29,0.6168
Dexamethasone,REL,PC3,0.6091
Dexamethasone,STAT1,MCF7,0.5667
Dexamethasone,STAT1,SW480,0.5614
Dexamethasone,STAT1,PC3,0.5549
Dexamethasone,STAT1,HEKTE,0.5407
Dexamethasone,IKBKE,A549,0.5326
Dexamethasone,IKBKE,HCC515,0.5189
Dexamethasone,IKBKB,PC3,0.4991
Dexamethasone,STAT1,A375,0.491
Dexamethasone,IKBKB,MCF7,0.4797
Dexamethasone,IKBKAP,ASC,0.3173
Dexamethasone,IKBKG,A375,0.3161
Dexamethasone,STAT5A,HA1E,0.2996
Dexamethasone,IKBKB,VCAP,0.6495
Dexamethasone,TNF,HA1E,0.6495
Dexamethasone,TNF,A375,0.6414
Dexamethasone,IKBKAP,VCAP,0.6378
Dexamethasone,STAT4,VCAP,0.6251
Dexamethasone,TNF,MCF7,0.6217
Dexamethasone,SOCS4,HT29,0.6173
Dexamethasone,SOCS5,HT29,0.6058
Dexamethasone,STAT6,VCAP,0.5977
Dexamethasone,STAT4,A375,0.5888
Dexamethasone,STAT6,HT29,0.5842
Dexamethasone,IKBKE,SW480,0.5726
Dexamethasone,SOCS1,A375,0.5513
Dexamethasone,REL,HT29,0.5338
Dexamethasone,IKBKG,VCAP,0.5333
Dexamethasone,RELA,SW480,0.5086
Dexamethasone,STAT3,A549,0.5059
Dexamethasone,JAK1,A375,0.4903
Dexamethasone,SOCS5,HA1E,0.574
Dexamethasone,NFKB1,SW480,0.5519
Dexamethasone,STAT4,A549,0.5508
Dexamethasone,NFKB1,HEPG2,0.5461
Dexamethasone,IL6,HT29,0.5156
Dexamethasone,TNF,PC3,0.4728
Dexamethasone,JAK2,HT29,0.4725
Dexamethasone,RELA,A375,0.4722
Dexamethasone,RELA,HEPG2,0.4691
Dexamethasone,IKBKG,MCF7,-0.4654
Dexamethasone,NFKB1,A375,0.4639
Dexamethasone,STAT1,ASC,0.4594
Dexamethasone,IKBKE,NPC,0.4556
Dexamethasone,NFKB1,HEKTE,0.4159
Dexamethasone,IKBKB,HA1E,0.4011
Dexamethasone,SOCS5,VCAP,0.3895
Dexamethasone,SOCS5,PC3,0.3752
Dexamethasone,RELB,HA1E,0.3663
Dexamethasone,IKBKE,HA1E,0.3385
Dexamethasone,JAK2,SW480,0.5491
Dexamethasone,STAT1,HA1E,-0.5431
Dexamethasone,IKBKG,HCC515,0.5236
Dexamethasone,IKBKAP,SKL,0.5219
Dexamethasone,REL,A375,-0.499
Dexamethasone,STAT1,SKL,0.4533
Dexamethasone,JAK1,HT29,-0.5151
Dexamethasone,IKBKG,ASC,0.3322
Dexamethasone,JAK3,VCAP,0.6518
Dexamethasone,IKBKAP,HT29,0.457
Dexamethasone,JAK3,PC3,0.4234
Dexamethasone,STAT5A,HT29,0.4121
Dexamethasone,STAT5A,HCC515,0.3707
Dexamethasone,STAT5A,A549,0.3442
Dexamethasone,IKBKB,HCC515,-0.3366
Dexamethasone,SOCS4,VCAP,0.7536
Dexamethasone,NFKB1,VCAP,0.7176
Dexamethasone,SOCS2,HCC515,-0.7085
Dexamethasone,IL6ST,VCAP,-0.6686
Dexamethasone,IKBKE,MCF7,0.6382
Dexamethasone,NFKB2,VCAP,-0.632
Dexamethasone,IKBKE,HT29,0.6254
Dexamethasone,STAT6,A375,0.6143
Dexamethasone,RELB,VCAP,0.5905
Dexamethasone,IL6ST,HEPG2,0.5558
Dexamethasone,NFKB2,HA1E,0.5135
Dexamethasone,SOCS3,HEKTE,0.5115
Dexamethasone,SOCS5,A375,0.3282
Dexamethasone,TNF,A549,0.2848
Dexamethasone,SOCS5,A549,0.2503
Dexamethasone,SOCS1,PC3,0.2263
Dexamethasone,IKBKB,A375,0.2119
Dexamethasone,NFKB2,A375,0.224
Dexamethasone,IL6R,HA1E,0.4703
Dexamethasone,NFKB1,MCF7,0.3942
Dexamethasone,JAK1,HCC515,0.3826
Dexamethasone,IKBKG,NPC,0.6172
Dexamethasone,RELB,NPC,0.5814
Dexamethasone,STAT1,NPC,0.5811
Dexamethasone,STAT6,NPC,0.4741
Dexamethasone,STAT2,A549,-0.4731
Dexamethasone,SOCS2,SKL,0.4208
Dexamethasone,STAT5B,MCF7,0.4204
Dexamethasone,TNF,HEKTE,0.3966
Dexamethasone,IKBKAP,A549,0.3823
Dexamethasone,STAT4,HA1E,0.3661
Dexamethasone,NFKB1,HT29,0.3148
Dexamethasone,RELB,HEPG2,0.3945
Dexamethasone,SOCS4,MCF7,0.3537
Dexamethasone,STAT1,VCAP,0.7219
Dexamethasone,JAK1,A549,0.7158
Dexamethasone,IL6,VCAP,0.6942
Dexamethasone,REL,HA1E,0.6487
Dexamethasone,JAK1,VCAP,0.6347
Dexamethasone,IKBKE,VCAP,0.6209
Dexamethasone,STAT5A,VCAP,0.6154
Dexamethasone,IKBKE,HEPG2,0.6068
Dexamethasone,NFKB2,A549,0.6003
Dexamethasone,STAT2,VCAP,0.597
Dexamethasone,JAK1,HEPG2,0.5894
Dexamethasone,IL6R,PC3,0.5286
Dexamethasone,IKBKB,A549,0.5228
Dexamethasone,STAT1,HCC515,0.5207
Dexamethasone,STAT1,A549,0.5152
Dexamethasone,TNF,VCAP,0.6275
Dexamethasone,STAT1,HT29,-0.5933
Dexamethasone,SOCS1,HA1E,0.5595
Dexamethasone,REL,HCC515,0.5315
Dexamethasone,SOCS1,HEPG2,0.5062
Dexamethasone,SOCS2,NPC,0.5035
Dexamethasone,IKBKAP,NPC,-0.4633
Dexamethasone,STAT4,HEPG2,0.3173
Dexamethasone,IKBKB,SW480,0.3101
Dexamethasone,STAT5A,MCF7,0.2743
Dexamethasone,STAT4,MCF7,0.2707
Dexamethasone,IKBKG,HT29,0.2533
Dexamethasone,RELA,HA1E,0.2411
Dexamethasone,SOCS4,HCC515,0.2379
Dexamethasone,IKBKAP,PC3,0.249
Dexamethasone,SOCS1,MCF7,0.3141
Dexamethasone,STAT6,HCC515,0.409
Dexamethasone,STAT6,MCF7,0.3767
Dexamethasone,RELB,PC3,0.349
Dexamethasone,RELA,MCF7,-0.3465
Dexamethasone,SOCS2,MCF7,-0.3279
Dexamethasone,STAT6,PC3,0.3209
Dexamethasone,REL,MCF7,0.3185
Dexamethasone,STAT6,HEPG2,0.3008
Dexamethasone,IL6R,A375,0.3077
Dexamethasone,IL6ST,HA1E,0.3304
Dexamethasone,IKBKAP,A375,0.3295
Dexamethasone,SOCS2,PC3,0.3101
Dexamethasone,IL6ST,HCC515,0.2865
Dexamethasone,RELA,A549,-0.2554
Dexamethasone,JAK2,VCAP,0.3388
Dexamethasone,RELB,HEKTE,0.3163
Dexamethasone,STAT4,PC3,0.417
Dexamethasone,STAT5B,HEPG2,0.4161
Dexamethasone,SOCS1,HT29,0.4221
Dexamethasone,RELB,A375,0.2979
Dexamethasone,JAK2,MCF7,-0.2938
Dexamethasone,IKBKAP,HA1E,0.276
Dexamethasone,IL6ST,PC3,0.2538
Chloroquine,STAT6,HA1E,0.4969
Chloroquine,SOCS5,VCAP,0.3802
Chloroquine,IL6R,A375,0.273
Chloroquine,RELA,HEKTE,0.2673
Chloroquine,STAT2,MCF7,0.3471
Chloroquine,IKBKE,A375,0.3249
Chloroquine,IL6ST,MCF7,0.3069
Chloroquine,IKBKB,MCF7,0.4071
Chloroquine,STAT5A,PC3,0.3562
Chloroquine,IL6ST,HCC515,0.3124
Chloroquine,RELB,HA1E,0.3087
Chloroquine,REL,HT29,0.495
Chloroquine,NFKB1,MCF7,0.4876
Chloroquine,IKBKG,ASC,0.4521
Chloroquine,STAT4,HA1E,0.4193
Chloroquine,REL,A549,0.3994
Chloroquine,SOCS5,A549,0.3774
Chloroquine,STAT2,A375,0.3543
Chloroquine,STAT5A,HA1E,0.3306
Chloroquine,STAT4,PC3,0.3538
Chloroquine,IL6R,A549,0.4013
Chloroquine,JAK2,A375,0.703
Chloroquine,JAK2,HEKTE,0.5784
Chloroquine,JAK1,HCC515,0.5409
Chloroquine,IL6,HT29,0.492
Chloroquine,STAT5B,HA1E,0.4743
Chloroquine,JAK2,HEPG2,0.4153
Chloroquine,SOCS4,PC3,0.398
Chloroquine,RELB,PC3,0.3788
Chloroquine,SOCS4,HA1E,0.3701
Chloroquine,IL6,MCF7,0.2934
Chloroquine,IKBKG,PC3,0.292
Chloroquine,JAK3,A549,0.5699
Chloroquine,IKBKG,A375,0.4205
Chloroquine,NFKB1,HA1E,0.4148
Chloroquine,IKBKG,SW480,0.4019
Chloroquine,IL6,A375,0.3566
Chloroquine,IL6ST,HT29,0.3386
Chloroquine,STAT6,HEPG2,0.3385
Chloroquine,IKBKG,HT29,0.3349
Chloroquine,TNF,HEPG2,0.3328
Chloroquine,NFKB1,A549,0.4511
Chloroquine,STAT5B,A549,0.3806
Chloroquine,JAK3,A375,0.3152
Chloroquine,IL6,PC3,0.3119
Chloroquine,SOCS5,HT29,0.635
Chloroquine,STAT6,HT29,0.6166
Chloroquine,TNF,HA1E,0.6119
Chloroquine,STAT4,A375,0.6036
Chloroquine,IKBKG,VCAP,0.5961
Chloroquine,SOCS5,HA1E,0.5652
Chloroquine,IKBKB,HA1E,0.5592
Chloroquine,STAT1,ASC,0.5489
Chloroquine,RELA,A375,0.5461
Chloroquine,NFKB1,PC3,0.5413
Chloroquine,JAK1,A375,0.4919
Chloroquine,STAT2,PC3,0.4868
Chloroquine,JAK1,A549,0.6756
Chloroquine,JAK1,HEPG2,0.6446
Chloroquine,NFKB2,HA1E,0.5209
Chloroquine,STAT1,HA1E,0.506
Chloroquine,STAT3,HA1E,0.5026
Chloroquine,SOCS1,HT29,0.4759
Chloroquine,STAT1,HCC515,0.4686
Chloroquine,REL,HEPG2,0.4567
Chloroquine,STAT1,A549,0.5238
Chloroquine,REL,A375,0.4592
Chloroquine,SOCS4,MCF7,0.7477
Chloroquine,TNF,MCF7,0.7443
Chloroquine,IKBKE,NPC,0.6537
Chloroquine,SOCS2,A549,0.5693
Chloroquine,RELA,A549,0.5521
Chloroquine,IKBKB,VCAP,0.5464
Chloroquine,SOCS2,HA1E,0.5451
Chloroquine,STAT5A,HEPG2,0.5233
Chloroquine,SOCS1,A375,0.5163
Chloroquine,TNF,PC3,0.5093
Chloroquine,JAK2,HT29,0.5584
Chloroquine,REL,VCAP,0.491
Chloroquine,IL6,HCC515,0.4161
Chloroquine,JAK2,PC3,-0.4987
Chloroquine,SOCS5,HCC515,-0.4487
Chloroquine,IKBKB,NPC,0.5209
Chloroquine,IKBKG,A549,0.4164
Chloroquine,STAT1,HEKTE,0.3913
Chloroquine,NFKB1,SW480,0.3755
Chloroquine,REL,SW480,0.3594
Chloroquine,STAT5A,MCF7,0.3321
Chloroquine,IL6,A549,0.3073
Chloroquine,NFKB2,HEPG2,0.273
Chloroquine,IKBKG,HA1E,0.2726
Chloroquine,IKBKE,PC3,0.2669
Chloroquine,RELA,HA1E,0.2586
Chloroquine,SOCS2,HT29,0.2561
Chloroquine,IKBKB,HEKTE,0.243
Chloroquine,IKBKE,HA1E,0.2391
Chloroquine,SOCS5,MCF7,0.3453
Chloroquine,RELB,HEPG2,0.343
Chloroquine,IKBKAP,HA1E,0.3127
Chloroquine,TNF,HCC515,0.4478
Chloroquine,IKBKAP,HT29,0.4387
Chloroquine,RELB,A549,0.4108
Chloroquine,RELA,PC3,0.3999
Chloroquine,JAK2,HA1E,-0.4157
Chloroquine,STAT1,HEPG2,0.4005
Chloroquine,STAT5B,MCF7,0.3983
Chloroquine,IKBKB,PC3,0.3742
Chloroquine,JAK2,A549,0.408
Chloroquine,JAK2,VCAP,0.3478
Chloroquine,JAK3,HT29,0.3338
Chloroquine,SOCS1,A549,0.4368
Chloroquine,STAT3,HEPG2,0.4223
Chloroquine,STAT5A,HT29,-0.3779
Chloroquine,JAK1,HA1E,0.5307
Chloroquine,IKBKB,ASC,0.4326
Chloroquine,IKBKAP,SKL,-0.3963
Chloroquine,IKBKB,HEPG2,0.4621
Chloroquine,IL6R,PC3,0.3648
Chloroquine,STAT5A,A375,0.3516
Chloroquine,STAT5B,PC3,0.3392
Chloroquine,NFKB2,HT29,0.519
Chloroquine,STAT5B,HEPG2,0.516
Chloroquine,IKBKE,HEKTE,0.4332
Chloroquine,STAT6,A549,0.4088
Chloroquine,TNF,HEKTE,0.5862
Chloroquine,RELB,NPC,0.5388
Chloroquine,SOCS5,PC3,0.5267
Chloroquine,STAT5A,A549,0.5253
Chloroquine,JAK1,VCAP,0.5242
Chloroquine,STAT6,HEKTE,0.5199
Chloroquine,SOCS1,HEKTE,0.518
Chloroquine,IKBKAP,A549,0.5052
Chloroquine,REL,PC3,0.4805
Chloroquine,STAT1,NPC,0.4625
Chloroquine,STAT1,A375,0.4558
Chloroquine,REL,HEKTE,0.4454
Chloroquine,STAT4,HT29,0.4447
Chloroquine,REL,MCF7,0.4414
Chloroquine,JAK3,VCAP,0.4409
Chloroquine,SOCS2,MCF7,-0.4011
Chloroquine,STAT3,PC3,0.3983
Chloroquine,NFKB1,VCAP,0.7148
Chloroquine,IKBKE,MCF7,0.6868
Chloroquine,IKBKE,HEPG2,0.6159
Chloroquine,STAT1,MCF7,0.5917
Chloroquine,IL6ST,A549,0.5884
Chloroquine,IKBKG,NPC,0.5736
Chloroquine,STAT6,A375,0.5659
Chloroquine,STAT3,MCF7,0.5608
Chloroquine,STAT1,SW480,0.5569
Chloroquine,IL6ST,A375,0.5546
Chloroquine,IL6ST,HEPG2,0.5324
Chloroquine,RELB,VCAP,0.5152
Chloroquine,IL6R,HA1E,0.5543
Chloroquine,SOCS2,NPC,0.5116
Chloroquine,STAT3,A549,0.4313
Chloroquine,NFKB1,A375,0.4982
Chloroquine,STAT4,HEPG2,0.4833
Chloroquine,NFKB1,HEKTE,0.4547
Chloroquine,IKBKAP,ASC,0.4404
Chloroquine,SOCS3,A375,0.4223
Chloroquine,RELA,HEPG2,0.4118
Chloroquine,IKBKB,HCC515,0.4055
Chloroquine,STAT6,ASC,0.4039
Chloroquine,IKBKB,A375,0.3448
Chloroquine,NFKB1,HEPG2,0.3447
Chloroquine,STAT3,HCC515,0.3362
Chloroquine,STAT4,MCF7,0.3208
Chloroquine,IKBKAP,MCF7,-0.3187
Chloroquine,SOCS4,VCAP,0.6352
Chloroquine,REL,HA1E,0.5606
Chloroquine,NFKB2,A549,0.5513
Chloroquine,JAK1,PC3,0.551
Chloroquine,IL6,VCAP,0.4629
Chloroquine,IKBKE,VCAP,0.4591
Chloroquine,IKBKB,HT29,0.4439
Chloroquine,IKBKAP,HEPG2,0.4346
Chloroquine,IKBKE,ASC,0.3858
Chloroquine,IL6R,MCF7,0.2593
Chloroquine,STAT3,A375,0.233
Chloroquine,SOCS2,HCC515,0.7184
Chloroquine,STAT4,VCAP,0.7047
Chloroquine,TNF,A375,0.6888
Chloroquine,IL6ST,VCAP,0.6455
Chloroquine,STAT6,VCAP,0.6401
Chloroquine,IL6,HA1E,0.634
Chloroquine,SOCS4,A375,0.6339
Chloroquine,IKBKAP,VCAP,0.621
Chloroquine,SOCS1,HA1E,0.6189
Chloroquine,SOCS4,HT29,0.6154
Chloroquine,RELB,HCC515,0.6086
Chloroquine,IKBKE,SW480,0.5833
Chloroquine,STAT1,HT29,-0.5714
Chloroquine,IKBKE,HCC515,-0.5707
Chloroquine,IKBKG,HCC515,0.5706
Chloroquine,STAT4,A549,0.5699
Chloroquine,SOCS1,HEPG2,0.5611
Chloroquine,STAT2,HA1E,0.5493
Chloroquine,REL,HCC515,0.5492
Chloroquine,STAT1,SKL,0.5443
Chloroquine,IKBKE,A549,-0.5389
Chloroquine,NFKB2,VCAP,0.6802
Chloroquine,STAT5A,VCAP,-0.6487
Chloroquine,IKBKE,HT29,-0.6023
Chloroquine,STAT1,VCAP,-0.5606
Chloroquine,TNF,VCAP,0.5541
Chloroquine,IKBKB,A549,-0.5279
Chloroquine,STAT2,VCAP,-0.5223
Chloroquine,JAK2,SW480,0.5212
Chloroquine,STAT1,PC3,-0.514
Chloroquine,JAK3,HA1E,0.5132
Chloroquine,SOCS3,PC3,0.3456
Chloroquine,IKBKAP,HCC515,-0.3241
Chloroquine,IL6R,HEPG2,0.2633
Chloroquine,NFKB1,HT29,0.2399
Chloroquine,STAT6,HCC515,0.4368
Chloroquine,NFKB2,SW480,0.3759
Chloroquine,STAT3,VCAP,0.3458
Chloroquine,STAT5B,HT29,-0.3236
Chloroquine,IL6ST,HA1E,0.3366
Chloroquine,NFKB2,MCF7,0.2962
Chloroquine,STAT6,MCF7,0.2809
Chloroquine,JAK1,HT29,-0.5196
Chloroquine,STAT2,A549,0.4212
Chloroquine,RELA,SW480,0.4134
Chloroquine,SOCS2,A375,0.5015
Chloroquine,STAT5B,A375,0.411
Chloroquine,STAT6,NPC,0.4077
Chloroquine,SOCS3,HEKTE,0.3959
Pyrrolidine Dithiocarbamate,IKBKAP,ASC,0.4743
Pyrrolidine Dithiocarbamate,STAT2,HA1E,0.4271
Pyrrolidine Dithiocarbamate,SOCS2,HA1E,0.4174
Pyrrolidine Dithiocarbamate,RELA,A375,0.3772
Pyrrolidine Dithiocarbamate,RELA,A549,0.3677
Pyrrolidine Dithiocarbamate,JAK1,HCC515,0.348
Pyrrolidine Dithiocarbamate,IKBKE,HCC515,-0.3357
Pyrrolidine Dithiocarbamate,RELB,PC3,0.3352
Pyrrolidine Dithiocarbamate,STAT1,SW480,0.5142
Pyrrolidine Dithiocarbamate,IL6ST,HA1E,0.4538
Pyrrolidine Dithiocarbamate,STAT3,SW480,0.4229
Pyrrolidine Dithiocarbamate,STAT5A,HT29,0.4015
Pyrrolidine Dithiocarbamate,STAT1,PC3,0.3832
Pyrrolidine Dithiocarbamate,RELA,PC3,0.3804
Pyrrolidine Dithiocarbamate,STAT1,HT29,0.3787
Pyrrolidine Dithiocarbamate,RELA,HA1E,-0.3763
Pyrrolidine Dithiocarbamate,STAT4,HT29,0.3443
Pyrrolidine Dithiocarbamate,RELA,MCF7,-0.3298
Pyrrolidine Dithiocarbamate,IKBKB,HT29,-0.2982
Pyrrolidine Dithiocarbamate,IL6ST,HCC515,0.2952
Pyrrolidine Dithiocarbamate,STAT4,PC3,0.2861
Pyrrolidine Dithiocarbamate,JAK3,HEPG2,0.2831
Pyrrolidine Dithiocarbamate,STAT3,HEKTE,0.2696
Pyrrolidine Dithiocarbamate,SOCS2,HCC515,0.5859
Pyrrolidine Dithiocarbamate,REL,HCC515,0.5166
Pyrrolidine Dithiocarbamate,IL6R,HA1E,0.4747
Pyrrolidine Dithiocarbamate,STAT4,A549,0.4658
Pyrrolidine Dithiocarbamate,RELB,HCC515,0.4648
Pyrrolidine Dithiocarbamate,IKBKE,HT29,-0.4473
Pyrrolidine Dithiocarbamate,IL6ST,HEPG2,-0.4344
Pyrrolidine Dithiocarbamate,IL6,HA1E,0.4275
Pyrrolidine Dithiocarbamate,STAT3,A549,0.4269
Pyrrolidine Dithiocarbamate,STAT3,HEPG2,0.4069
Pyrrolidine Dithiocarbamate,STAT2,A549,0.3991
Pyrrolidine Dithiocarbamate,STAT1,SKL,0.3983
Pyrrolidine Dithiocarbamate,SOCS5,HCC515,-0.3952
Pyrrolidine Dithiocarbamate,IKBKG,HA1E,0.3869
Pyrrolidine Dithiocarbamate,IKBKE,MCF7,-0.3818
Pyrrolidine Dithiocarbamate,IL6R,A549,0.3759
Pyrrolidine Dithiocarbamate,NFKB1,VCAP,-0.3747
Pyrrolidine Dithiocarbamate,IKBKE,SW480,0.3737
Pyrrolidine Dithiocarbamate,RELA,SW480,0.36870000000000003
Pyrrolidine Dithiocarbamate,JAK2,HEPG2,-0.3961
Pyrrolidine Dithiocarbamate,IKBKAP,HA1E,0.3251
Pyrrolidine Dithiocarbamate,RELB,VCAP,0.2434
Pyrrolidine Dithiocarbamate,TNF,HCC515,0.2418
Pyrrolidine Dithiocarbamate,STAT5B,HEPG2,0.2406
Pyrrolidine Dithiocarbamate,SOCS2,SKL,-0.2201
Pyrrolidine Dithiocarbamate,SOCS5,MCF7,0.2131
Pyrrolidine Dithiocarbamate,IKBKAP,VCAP,0.5721
Pyrrolidine Dithiocarbamate,IKBKB,VCAP,0.5505
Pyrrolidine Dithiocarbamate,TNF,MCF7,0.511
Pyrrolidine Dithiocarbamate,IL6ST,VCAP,0.5061
Pyrrolidine Dithiocarbamate,NFKB2,VCAP,0.497
Pyrrolidine Dithiocarbamate,SOCS1,HA1E,0.491
Pyrrolidine Dithiocarbamate,STAT4,VCAP,0.4412
Pyrrolidine Dithiocarbamate,NFKB1,MCF7,0.4147
Pyrrolidine Dithiocarbamate,REL,VCAP,0.4106
Pyrrolidine Dithiocarbamate,SOCS5,HA1E,0.405
Pyrrolidine Dithiocarbamate,IKBKE,HEPG2,-0.3976
Pyrrolidine Dithiocarbamate,STAT6,HEPG2,0.3899
Pyrrolidine Dithiocarbamate,TNF,HEPG2,0.3761
Pyrrolidine Dithiocarbamate,JAK1,A375,0.3704
Pyrrolidine Dithiocarbamate,STAT5A,HCC515,0.2786
Pyrrolidine Dithiocarbamate,STAT1,VCAP,0.2759
Pyrrolidine Dithiocarbamate,STAT5B,PC3,0.2398
Pyrrolidine Dithiocarbamate,IKBKG,HT29,0.2387
Pyrrolidine Dithiocarbamate,STAT1,HEKTE,0.2348
Pyrrolidine Dithiocarbamate,IKBKB,A375,0.2338
Pyrrolidine Dithiocarbamate,STAT3,A375,0.4853
Pyrrolidine Dithiocarbamate,IL6ST,A375,0.4687
Pyrrolidine Dithiocarbamate,STAT1,HEPG2,0.3665
Pyrrolidine Dithiocarbamate,SOCS2,A375,0.2919
Pyrrolidine Dithiocarbamate,IL6R,MCF7,-0.2873
Pyrrolidine Dithiocarbamate,STAT3,PC3,-0.2794
Pyrrolidine Dithiocarbamate,IKBKG,PC3,-0.2718
Pyrrolidine Dithiocarbamate,REL,HEPG2,0.2647
